Website,Connection Establishment Time_x,RTT_x,Initial Response_x,Latency_x,Page Load Time_x,Dependency Load Time_x,Page Size_x,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type_x
indiatimes.com,452.491283416748,219.990491867065,742,109.995245933533,,2146,1093581,Chile,882,127945,54950089,Other
roblox.com,703.33743095398,219.759941101074,440,109.879970550537,8481,5230,101828,Chile,440,3729,480352,Gaming Websites
flashscore.com,453.221559524536,220.475673675537,567,110.237836837769,5095,2886,298133,Chile,220,3712,1060619,Other
speedtest.net,676.798343658447,221.326351165771,1518,110.663175582886,,3691,165175,Chile,887,255058,64424121,Other
ssyoutube.com,704.105138778687,220.554828643799,489,110.277414321899,13386,4078,30024,Chile,659,26160,4641151,Other
unsplash.com,678.910970687866,227.651834487915,226,113.825917243958,7438,3438,381699,Chile,456,10842,4970933,Other
vocabulary.com,462.317705154419,220.263719558716,793,110.131859779358,8599,4600,44883,Chile,442,27968,12307488,Other
mcdonalds.com,709.522008895874,219.669818878174,256,109.834909439087,6460,4032,265422,Chile,2639,18139,3855407,Other
deepl.com,970.249652862549,219.588279724121,724,109.794139862061,18745,4662,227845,Chile,438,5914,96312,Other
bloomberg.com,771.878719329834,219.18249130249,260,109.591245651245,7214,2455,14571,Chile,219,2318,963852,Financial Websites
forbes.com,682.586431503296,220.62349319458,226,110.31174659729,,3459,961720,Chile,879,501860,53448491,Financial Websites
booking.com,453.050136566162,219.963550567627,697,109.981775283813,15551,4002,715029,Chile,304,22300,10957664,Other
xhamster.com,454.988479614258,224.485635757446,985,112.242817878723,9945,4651,328421,Chile,451,13527,7655330,Other
xe.com,657.851696014404,219.840049743652,1302,109.920024871826,,6304,533162,Chile,440,106607,9404483,Other
spanishdict.com,711.202621459961,220.252752304077,441,110.126376152039,10028,1152,249541,Chile,662,15636,10491247,Other
goodhousekeeping.com,457.490682601929,222.050666809082,231,111.025333404541,4205,2431,419395,Chile,221,3294,243392,Other
twitch.tv,449.498653411865,219.625949859619,0,109.81297492981,,3745,227012,Chile,824,48929,1683322,Entertainment Websites
pexels.com,454.694509506226,227.295637130737,245,113.647818565369,12196,2681,258085,Chile,1105,21044,2826331,Other
poki.com,452.603101730347,338.006973266602,612,169.003486633301,7326,2496,275281,Chile,2629,33222,1928028,Gaming Websites
caranddriver.com,1123.39663505554,220.600366592407,529,110.300183296204,,2599,494826,Chile,1327,429399,50041087,Other
github.com,565.419435501099,220.117568969727,281,110.058784484863,5281,4060,234567,Chile,221,1484,70279,Other
hotels.com,750.379800796509,219.92564201355,1036,109.962821006775,,4239,1102025,Chile,443,41884,30491894,Other
globo.com,593.228578567505,220.401287078857,273,110.200643539429,18976,4541,1040250,Chile,899,68154,39624114,Other
theguardian.com,454.954147338867,219.945430755615,229,109.972715377808,17357,12852,1238978,Chile,9986,54604,1799590,News Websites
expedia.com,679.53372001648,221.941471099854,805,110.970735549927,,4004,1378962,Chile,1761,51213,36003745,Other
realtor.com,1166.58735275269,220.1087474823,1042,110.05437374115,,3787,969631,Chile,5084,1316116,85190034,Other
crazygames.com,461.011648178101,219.999551773071,264,109.999775886536,,3187,596641,Chile,1970,178466,23835856,Gaming Websites
digitaltrends.com,725.876092910767,219.995737075806,353,109.997868537903,,3200,641397,Chile,309,612704,44238871,Other
nba.com,784.044981002808,221.023797988892,1022,110.511898994446,14019,3159,646096,Chile,438,44535,8999737,Other
nintendo.com,1755.46884536743,220.259189605713,237,110.129594802856,,3789,873588,Chile,890,118903,5283911,Gaming Websites
akc.org,694.928884506226,220.054864883423,259,110.027432441711,13868,2159,601197,Chile,442,84781,39155991,Other
fast.com,823.413610458374,333.458185195923,283,166.729092597961,7871,4403,25627,Chile,440,6851,9177408,Other
decathlon.com,533.454179763794,219.932079315186,250,109.966039657593,,4767,1198000,Chile,660,90251,30334447,Other
stackoverflow.com,676.950216293335,219.814777374268,342,109.907388687134,4774,3623,175990,Chile,7040,41281,1407284,Other
calculator.net,1148.36430549622,219.990253448486,350,109.995126724243,5616,2249,11466,Chile,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
www2.hm.com,453.44352722168,219.875574111938,243,109.937787055969,5475,3846,46954,Chile,223,1533,57626,Other
facebook.com,522.749185562134,178.866863250732,357,89.4334316253662,4950,4238,67180,Colombia,179,2215,2369161,Social Media Sites
amazon.com,816.337823867798,183.022975921631,304,91.5114879608154,4620,3582,813637,Colombia,189,1473,158204,E-commerce Platforms
imdb.com,819.506168365479,195.001125335693,1996,97.5005626678467,13567,5068,695946,Colombia,184,10793,2905281,Entertainment Websites
pinterest.com,370.386123657227,179.159879684448,376,89.5799398422241,3195,3189,266778,Colombia,178,1607,73907,Social Media Sites
yelp.com,367.007970809937,178.738355636597,916,89.3691778182983,3296,3288,109417,Colombia,179,3242,1802645,Other
wiktionary.org,540.844678878784,182.652473449707,325,91.3262367248535,1728,1713,61262,Colombia,180,1137,49888,Other
dictionary.com,560.988903045654,179.190635681152,181,89.5953178405762,,3134,246195,Colombia,713,62334,20534386,Educational Websites
yahoo.com,533.073902130127,178.149223327637,395,89.0746116638184,15602,4822,925997,Colombia,1984,47882,33190956,Other
cambridge.org,730.251550674439,178.707361221313,493,89.3536806106567,4910,2777,286057,Colombia,0,2106,586586,Educational Websites
britannica.com,786.379337310791,178.738355636597,380,89.3691778182983,,2591,162954,Colombia,1445,117196,41270182,Educational Websites
weather.com,371.397733688354,179.742813110352,1293,89.8714065551758,7006,3308,775488,Colombia,176,2728,2110364,Other
walmart.com,382.885456085205,192.150592803955,225,96.0752964019775,6297,853,183874,Colombia,362,12921,4227591,E-commerce Platforms
espn.com,400.972604751587,182.861804962158,542,91.4309024810791,,5040,598254,Colombia,558,55269,29385286,Other
linkedin.com,814.332485198975,185.301780700684,313,92.6508903503418,1244,1243,805,Colombia,187,1176,58341,Social Media Sites
homedepot.com,399.783372879028,186.718940734863,218,93.3594703674316,1337,1336,227,Colombia,186,1256,74651,Other
espncricinfo.com,1423.97880554199,188.780069351196,189,94.3900346755981,,3509,591546,Colombia,761,47563,26214059,Other
craigslist.org,809.568166732788,179.49914932251,272,89.7495746612549,4076,2233,51737,Colombia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
xnxx.com,1064.35918807983,178.253412246704,414,89.1267061233521,5071,3563,197539,Colombia,360,1942,41434,Other
gsmarena.com,730.230093002319,179.63433265686,350,89.8171663284302,,3834,93024,Colombia,0,263356,28249072,Other
mayoclinic.org,1135.78796386719,182.27481842041,461,91.1374092102051,9085,3315,557842,Colombia,363,17121,11451330,Health and Medical Websites
cricbuzz.com,958.223581314087,180.300951004028,428,90.1504755020142,15602,1123,146057,Colombia,1099,49167,35211666,Other
webmd.com,805.988073348999,182.828426361084,280,91.414213180542,,3329,306435,Colombia,379,136261,30127868,Health and Medical Websites
thesaurus.com,551.02801322937,178.568601608276,184,89.2843008041382,,2799,243054,Colombia,896,115426,37337208,Other
whatsapp.com,487.069368362427,181.810140609741,723,90.9050703048706,5970,3947,258738,Colombia,537,8286,9390923,Other
bbc.com,382.781744003296,225.829362869263,330,112.914681434631,7918,4478,212405,Colombia,536,3943,162985,News Websites
bestbuy.com,636.453866958618,178.19356918335,583,89.0967845916748,2316,1980,6928,Colombia,178,966,24976,E-commerce Platforms
netflix.com,643.747806549072,179.004669189453,579,89.5023345947266,8510,6925,482255,Colombia,180,2465,4588381,Entertainment Websites
indeed.com,496.535062789917,184.841394424438,425,92.4206972122192,8647,4867,200640,Colombia,362,7451,4222653,Other
thefreedictionary.com,796.002864837647,178.797960281372,380,89.398980140686,,2073,192346,Colombia,1085,41584,19458154,Educational Websites
xvideos.com,1076.46322250366,179.255962371826,415,89.6279811859131,6506,3538,1297849,Colombia,360,1898,41356,Other
spotify.com,366.188526153564,178.622007369995,267,89.3110036849976,7194,3287,90211,Colombia,542,7002,6458860,Entertainment Websites
livescore.com,406.199932098389,178.721904754639,181,89.3609523773193,4631,2140,252795,Colombia,177,4410,2447060,Other
ebay.com,613.954544067383,179.153680801392,376,89.5768404006958,6866,3795,362714,Colombia,177,12981,3754010,E-commerce Platforms
pornhub.com,490.56601524353,178.560733795166,417,89.280366897583,7509,3075,677782,Colombia,534,8732,6474148,Other
ytmp3.cc,1440.425157547,178.308248519897,500,89.1541242599487,6826,3839,163954,Colombia,364,16305,12589059,Other
nih.gov,821.580171585083,181.783199310303,353,90.8915996551514,5069,2658,81225,Colombia,738,11908,6679457,Health and Medical Websites
tiktok.com,364.997625350952,179.362773895264,1942,89.6813869476318,7230,4937,564090,Colombia,352,5918,980631,Other
steampowered.com,368.066310882568,178.422451019287,176,89.2112255096436,6011,3009,515905,Colombia,0,1646,1510139,Other
investopedia.com,369.369029998779,198.84467124939,7028,99.4223356246948,7454,7447,147,Colombia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,853.527069091797,180.468082427979,187,90.2340412139893,2791,2235,236314,Colombia,179,1146,52858,Health and Medical Websites
blog.google,449.360847473145,182.598829269409,326,91.2994146347046,5189,2467,311293,Colombia,2342,32516,21513026,Other
cnbc.com,661.330461502075,178.481817245483,267,89.2409086227417,3437,1335,2315123,Colombia,179,2015,53047,News Websites
indiatimes.com,369.817018508911,178.979396820068,183,89.4896984100342,15556,1729,1091781,Colombia,894,38450,26442476,Other
roblox.com,542.341709136963,179.024934768677,393,89.5124673843384,6925,4445,101828,Colombia,179,2038,217078,Gaming Websites
flashscore.com,369.127035140991,180.504322052002,259,90.252161026001,3653,2180,298133,Colombia,560,4528,1067741,Other
thepiratebay.org,489.383220672607,177.815437316895,1267,88.9077186584473,5294,3331,4967,Colombia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
adobe.com,367.558240890503,179.021835327148,192,89.5109176635742,5381,3176,317839,Colombia,535,4035,413933,Other
speedtest.net,549.264907836914,179.855108261108,528,89.9275541305542,,2337,166166,Colombia,356,80666,36851636,Other
ssyoutube.com,487.862348556519,186.945915222168,369,93.472957611084,4902,2819,30024,Colombia,537,7118,4641151,Other
unsplash.com,550.170183181763,178.545236587524,181,89.2726182937622,5841,2852,377415,Colombia,357,4414,1811222,Other
vocabulary.com,488.607168197632,177.730321884155,367,88.8651609420776,6104,3691,44883,Colombia,357,14330,10812762,Other
mcdonalds.com,540.95196723938,178.299427032471,192,89.1497135162354,5396,3091,265424,Colombia,2139,13683,3550187,Other
deepl.com,762.87055015564,179.013729095459,551,89.5068645477295,5749,4037,225985,Colombia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
bloomberg.com,496.781826019287,178.76148223877,190,89.3807411193848,9906,1996,14807,Colombia,178,1877,963852,Financial Websites
forbes.com,554.547786712647,178.285360336304,192,89.1426801681519,,2833,959096,Colombia,708,237252,40260522,Financial Websites
booking.com,669.092655181885,178.854942321777,723,89.4274711608887,9542,3120,708017,Colombia,361,8591,10469474,Other
xhamster.com,494.643449783325,180.333614349365,633,90.1668071746826,7614,3997,343207,Colombia,180,6349,4792097,Other
coinmarketcap.com,365.748643875122,178.242444992065,246,89.1212224960327,17936,12299,422115,Colombia,2563,22306,5765628,Financial Websites
spanishdict.com,540.00449180603,179.044723510742,323,89.5223617553711,21059,878,284381,Colombia,537,102200,19497943,Other
goodhousekeeping.com,373.911619186401,179.98743057251,215,89.9937152862549,12233,2002,459038,Colombia,541,17239,14531771,Other
dominos.com,363.303184509277,179.728269577026,197,89.8641347885132,4912,3117,48147,Colombia,181,1003,33607,Other
twitch.tv,366.666078567505,179.766178131104,0,89.8830890655518,8768,3151,223796,Colombia,748,5062,1599942,Entertainment Websites
pexels.com,498.980283737183,179.122447967529,307,89.5612239837647,5978,2250,260664,Colombia,532,7645,2480074,Other
caranddriver.com,383.591890335083,179.449319839478,183,89.7246599197388,,2248,495116,Colombia,720,38688,28577776,Other
github.com,539.83473777771,178.019523620605,274,89.0097618103027,4245,3149,234617,Colombia,178,1202,70279,Other
hotels.com,366.584062576294,179.256439208984,722,89.6282196044922,,4988,920054,Colombia,0,17723,19162574,Other
globo.com,617.226123809814,178.987264633179,307,89.4936323165894,15610,4405,1035265,Colombia,0,22649,25998190,Other
theguardian.com,368.393182754517,178.458690643311,182,89.2293453216553,15030,1616,1237538,Colombia,16422,128430,3810805,News Websites
wellsfargo.com,478.115558624268,178.616046905518,172,89.3080234527588,3861,2482,131995,Colombia,177,1336,113119,Other
expedia.com,366.999864578247,179.837465286255,645,89.9187326431274,,12748,1490679,Colombia,13856,90543,20929010,Other
realtor.com,963.372707366943,179.494142532349,894,89.7470712661743,,2477,969630,Colombia,536,298624,78516569,Other
crazygames.com,495.393991470337,178.708791732788,263,89.354395866394,7719,2645,596639,Colombia,1994,24070,20029319,Gaming Websites
digitaltrends.com,626.275062561035,177.877426147461,308,88.9387130737305,,2622,637528,Colombia,586,43119,23492006,Other
nba.com,647.279500961304,178.607225418091,634,89.3036127090454,9793,2719,634837,Colombia,770,13912,6123597,Other
nintendo.com,973.47617149353,180.218458175659,182,90.1092290878296,4100,2365,766727,Colombia,545,2650,56787,Gaming Websites
akc.org,552.043914794922,178.931713104248,184,89.465856552124,11023,1604,601175,Colombia,359,63142,54458720,Other
fast.com,570.039987564087,181.136846542358,187,90.5684232711792,3646,3608,25627,Colombia,186,2870,4587843,Other
decathlon.com,497.85590171814,181.377649307251,252,90.6888246536255,8976,3963,1198089,Colombia,179,28693,24467677,Other
stackoverflow.com,550.740480422974,178.810834884644,259,89.4054174423218,2898,2452,175990,Colombia,5725,32314,1407284,Other
calculator.net,824.44953918457,178.768873214722,276,89.3844366073608,2969,1846,11466,Colombia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
www2.hm.com,363.0051612854,178.950309753418,283,89.475154876709,4032,3219,46954,Colombia,178,1172,57626,Other
grubhub.com,370.705366134644,178.97629737854,180,89.48814868927,2671,1311,2701,Colombia,178,1251,78105,Other
google.com,500.654220581055,179.457187652588,320,89.7285938262939,5924,3389,147171,Costa_Rica,180,5173,9396484,Other
facebook.com,464.950084686279,190.072536468506,341,95.0362682342529,4935,4056,67184,Costa_Rica,186,12256,27639009,Social Media Sites
amazon.com,803.549528121948,179.751396179199,321,89.8756980895996,6279,3694,860988,Costa_Rica,181,1396,158204,E-commerce Platforms
imdb.com,998.477697372437,179.865837097168,1316,89.932918548584,17306,4497,695977,Costa_Rica,178,4315,376827,Entertainment Websites
apple.com,493.853807449341,179.869890213013,253,89.9349451065064,5396,2316,255206,Costa_Rica,543,3511,200249,Other
pinterest.com,442.650556564331,181.157827377319,502,90.5789136886597,3370,3363,260605,Costa_Rica,0,556,36841,Social Media Sites
yelp.com,473.106384277344,179.951906204224,660,89.9759531021118,3849,3844,109417,Costa_Rica,0,3126,1802645,Other
dictionary.com,698.023319244385,178.157091140747,266,89.0785455703735,,2647,247024,Costa_Rica,359,37107,24096607,Educational Websites
yahoo.com,677.866220474243,193.402051925659,375,96.7010259628296,18136,5036,906594,Costa_Rica,1798,83416,41111479,Other
cambridge.org,672.041177749634,181.397199630737,488,90.6985998153687,6813,3173,285858,Costa_Rica,0,1028,293293,Educational Websites
weather.com,460.150718688965,180.491209030151,827,90.2456045150757,4840,3067,784488,Costa_Rica,358,4646,2748854,Other
walmart.com,499.91250038147,179.097652435303,295,89.5488262176514,,1049,179065,Costa_Rica,541,17027,9942914,E-commerce Platforms
espn.com,523.519277572632,178.701162338257,299,89.3505811691284,,4714,538102,Costa_Rica,368,31865,24541220,Other
linkedin.com,676.620960235596,179.054737091064,276,89.5273685455322,1218,1216,24571,Costa_Rica,183,1140,58341,Social Media Sites
espncricinfo.com,1474.51162338257,178.005695343018,243,89.0028476715088,,3591,601066,Costa_Rica,540,68747,28849952,Other
craigslist.org,1452.56543159485,177.905797958374,270,88.952898979187,4569,2792,51948,Costa_Rica,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
xnxx.com,1068.34435462952,178.839445114136,417,89.4197225570679,5559,4148,196845,Costa_Rica,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,728.78885269165,178.549766540527,367,89.2748832702637,6880,3889,64246,Costa_Rica,0,3035,2566235,Other
cricbuzz.com,931.295871734619,179.944515228271,234,89.9722576141357,16081,1085,173302,Costa_Rica,363,59521,37939233,Other
timeanddate.com,500.092744827271,179.872989654541,298,89.9364948272705,,1911,68191,Costa_Rica,0,48929,15357391,Other
webmd.com,783.135652542114,182.571649551392,269,91.2858247756958,21021,3210,304457,Costa_Rica,898,305522,45073142,Health and Medical Websites
thesaurus.com,694.828271865845,178.496599197388,219,89.2482995986939,,2734,243381,Costa_Rica,563,168236,39815845,Other
whatsapp.com,465.673685073853,181.072473526001,633,90.5362367630005,5954,4133,258749,Costa_Rica,716,14810,15652707,Other
rottentomatoes.com,735.427856445313,181.292533874512,510,90.6462669372559,4336,2511,337443,Costa_Rica,179,3853,1717302,Entertainment Websites
bbc.com,468.111753463745,178.820610046387,257,89.4103050231934,7831,5356,212473,Costa_Rica,178,1792,90414,News Websites
healthline.com,456.378698348999,178.818225860596,399,89.4091129302979,14111,2753,353238,Costa_Rica,726,24803,16277706,Health and Medical Websites
netflix.com,623.163938522339,185.573816299438,597,92.7869081497192,13396,6291,482255,Costa_Rica,1042,14925,22393121,Entertainment Websites
indeed.com,478.707313537598,180.736064910889,409,90.3680324554443,10985,5199,199293,Costa_Rica,537,14055,6278594,Other
thefreedictionary.com,549.032688140869,178.263425827026,508,89.1317129135132,,2059,191775,Costa_Rica,895,47413,26599942,Educational Websites
xvideos.com,1054.4548034668,178.972482681274,440,89.4862413406372,6998,3576,1308295,Costa_Rica,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
spotify.com,504.863500595093,181.252479553223,264,90.6262397766113,19627,3552,188535,Costa_Rica,542,27418,22649051,Entertainment Websites
livescore.com,471.626996994019,182.032823562622,242,91.016411781311,6532,2352,252712,Costa_Rica,357,6443,2448917,Other
ebay.com,590.924263000488,178.83563041687,450,89.4178152084351,5560,3628,504289,Costa_Rica,179,1616,339670,E-commerce Platforms
pornhub.com,469.001293182373,192.394733428955,567,96.1973667144775,8925,3320,678740,Costa_Rica,1124,14351,7396662,Other
ytmp3.cc,1405.36022186279,178.508996963501,494,89.2544984817505,12068,3987,164835,Costa_Rica,356,42767,12589059,Other
nih.gov,850.048303604126,191.222190856934,299,95.6110954284668,5636,2585,81225,Costa_Rica,1069,23974,9710508,Health and Medical Websites
tiktok.com,462.661266326904,178.619623184204,1759,89.3098115921021,7296,4980,574774,Costa_Rica,434,7890,941067,Other
steampowered.com,513.407230377197,212.197542190552,228,106.098771095276,11056,3391,514760,Costa_Rica,0,8046,1510139,Other
investopedia.com,445.457220077515,178.341865539551,6285,89.1709327697754,6831,6824,147,Costa_Rica,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,884.130954742432,177.759408950806,270,88.8797044754028,3142,2319,236314,Costa_Rica,179,1101,52858,Health and Medical Websites
blog.google,510.281085968018,178.168296813965,336,89.0841484069824,5961,2908,311294,Costa_Rica,1101,28500,19413534,Other
cnbc.com,621.67501449585,179.408311843872,247,89.704155921936,3610,1471,2229114,Costa_Rica,178,876,16482,News Websites
indiatimes.com,481.870889663696,181.358575820923,225,90.6792879104614,14384,1688,1091781,Costa_Rica,1098,108313,47816558,Other
roblox.com,524.898767471314,180.481433868408,373,90.2407169342041,5713,4727,96953,Costa_Rica,178,1437,187846,Gaming Websites
flashscore.com,470.990180969238,180.974006652832,256,90.487003326416,3811,2344,298162,Costa_Rica,181,1619,292506,Other
thepiratebay.org,461.692333221436,178.668975830078,1269,89.3344879150391,5145,3413,4971,Costa_Rica,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
adobe.com,687.811613082886,178.678274154663,286,89.3391370773315,6191,3195,318071,Costa_Rica,362,9063,4600284,Other
speedtest.net,702.447175979614,181.074857711792,624,90.537428855896,,3030,164425,Costa_Rica,565,224490,65568082,Other
ssyoutube.com,459.671497344971,179.638385772705,491,89.8191928863525,5047,2743,30024,Costa_Rica,357,6558,4641151,Other
unsplash.com,696.712255477905,178.570508956909,230,89.2852544784546,5884,3081,379289,Costa_Rica,177,3733,1802645,Other
vocabulary.com,458.096027374268,179.327011108398,352,89.6635055541992,5831,3534,44883,Costa_Rica,362,10478,7823310,Other
mcdonalds.com,528.987646102905,181.015968322754,263,90.507984161377,5510,3201,265423,Costa_Rica,1068,7676,3343265,Other
deepl.com,724.490404129028,178.163290023804,551,89.0816450119019,7218,4042,227842,Costa_Rica,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
bloomberg.com,488.299131393433,178.576231002808,233,89.2881155014038,4038,2043,14423,Costa_Rica,178,1917,963852,Financial Websites
forbes.com,664.515018463135,181.442260742188,251,90.7211303710938,20607,3117,958946,Costa_Rica,356,253061,47162356,Financial Websites
booking.com,681.282758712769,193.940401077271,592,96.9702005386353,9948,3609,707423,Costa_Rica,352,8790,8855913,Other
xhamster.com,451.475143432617,177.567958831787,600,88.7839794158936,10505,4261,336275,Costa_Rica,364,12781,11225630,Other
xe.com,464.855909347534,187.798976898193,291,93.8994884490967,4954,3267,445463,Costa_Rica,355,3855,1895334,Other
coinmarketcap.com,484.423875808716,177.84595489502,311,88.9229774475098,11053,3370,421451,Costa_Rica,365,14671,7450765,Financial Websites
spanishdict.com,500.068187713623,178.146600723267,345,89.0733003616333,,1030,330946,Costa_Rica,370,137057,20276426,Other
goodhousekeeping.com,448.310852050781,192.366123199463,236,96.1830615997314,3986,2107,422900,Costa_Rica,178,2622,243470,Other
twitch.tv,464.468002319336,177.701234817505,0,88.8506174087524,20004,13269,226049,Costa_Rica,711,4940,1599942,Entertainment Websites
pexels.com,456.528425216675,181.033849716187,253,90.5169248580933,6109,2206,258085,Costa_Rica,712,6565,969935,Other
poki.com,493.27826499939,178.539276123047,267,89.2696380615234,6342,2954,275054,Costa_Rica,2326,20056,1364831,Gaming Websites
caranddriver.com,445.143699645996,179.211854934692,244,89.6059274673462,3823,2269,455915,Costa_Rica,178,1229,79796,Other
github.com,501.224279403687,178.626775741577,256,89.3133878707886,4651,3292,234654,Costa_Rica,178,1174,70279,Other
hotels.com,504.321098327637,181.678533554077,794,90.8392667770386,,5575,925904,Costa_Rica,179,30703,22754861,Other
globo.com,695.046901702881,178.984880447388,336,89.4924402236939,10480,4272,1023750,Costa_Rica,394,32787,19963086,Other
theguardian.com,462.433815002441,178.641080856323,321,89.3205404281616,4550,1599,1225749,Costa_Rica,7681,43283,1960042,News Websites
wellsfargo.com,465.85750579834,179.375886917114,218,89.6879434585571,4493,2871,131207,Costa_Rica,178,1308,113119,Other
expedia.com,523.59676361084,178.947687149048,684,89.4738435745239,20905,3602,1488527,Costa_Rica,539,53765,31446567,Other
realtor.com,958.534717559814,181.702852249146,649,90.8514261245728,,2314,954743,Costa_Rica,589,622412,65210686,Other
crazygames.com,1041.4891242981,740.548610687256,520,370.274305343628,,7460,596640,Costa_Rica,1744,158465,19602482,Gaming Websites
digitaltrends.com,494.575023651123,188.822746276855,233,94.4113731384277,,2303,647117,Costa_Rica,1298,103165,27503682,Other
nba.com,656.236171722412,180.088758468628,2509,90.044379234314,11601,4358,646013,Costa_Rica,365,6381,1461932,Other
nintendo.com,889.095783233643,181.43630027771,264,90.718150138855,4705,2517,766727,Costa_Rica,535,2548,56787,Gaming Websites
akc.org,712.753772735596,178.332090377808,259,89.1660451889038,17283,1990,600784,Costa_Rica,0,90092,53796965,Other
decathlon.com,456.164598464966,178.172826766968,236,89.0864133834839,9349,3890,1197908,Costa_Rica,362,29678,26625866,Other
stackoverflow.com,690.424680709839,182.815551757813,268,91.4077758789063,2968,2548,175936,Costa_Rica,4451,24097,898658,Other
calculator.net,823.569297790527,178.014278411865,268,89.0071392059326,3013,1764,11466,Costa_Rica,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
grubhub.com,448.46510887146,179.090738296509,228,89.5453691482544,2573,1266,2701,Costa_Rica,178,1195,78105,Other
facebook.com,108.481645584106,34.4715118408203,142,17.2357559204102,1847,1482,132835,Croatia,35,6802,46591395,Social Media Sites
amazon.com,463.772535324097,34.7254276275635,267,17.3627138137817,1807,1221,853686,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
imdb.com,460.51812171936,38.2289886474609,1624,19.1144943237305,4478,2602,695866,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
apple.com,137.788534164429,34.9907875061035,117,17.4953937530518,2271,665,255296,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
merriam-webster.com,110.894918441772,34.4502925872803,110,17.2251462936401,2424,600,267588,Croatia,0,2177,6457554,Educational Websites
pinterest.com,101.520538330078,35.2585315704346,312,17.6292657852173,1572,1567,261046,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
yelp.com,116.119623184204,34.8587036132812,878,17.4293518066406,3262,3125,110602,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
wiktionary.org,132.150411605835,35.19606590271,101,17.598032951355,456,448,61262,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
dictionary.com,146.945476531982,34.6667766571045,48,17.3333883285522,2122,710,206641,Croatia,36,756,1871748,Educational Websites
cambridge.org,146.08907699585,35.6907844543457,148,17.8453922271729,1567,904,286058,Croatia,0,201,293293,Educational Websites
britannica.com,452.662229537964,38.4953022003174,251,19.2476511001587,15168,837,152537,Croatia,0,4796,11941440,Educational Websites
weather.com,152.576684951782,35.2437496185303,956,17.6218748092651,2598,1680,738600,Croatia,39,393,768113,Other
espn.com,109.066486358643,34.8737239837646,562,17.4368619918823,16509,3065,652255,Croatia,0,3445,14833052,Other
linkedin.com,198.34303855896,34.9504947662354,406,17.4752473831177,645,644,805,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
homedepot.com,119.094848632813,34.9540710449219,119,17.4770355224609,335,335,227,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
espncricinfo.com,773.116827011108,35.1319313049316,96,17.5659656524658,3459,2319,568723,Croatia,35,234,62219,Other
craigslist.org,439.570903778076,35.2301597595215,149,17.6150798797607,2369,1302,51573,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
xnxx.com,200.858592987061,34.7988605499268,136,17.3994302749634,1581,1151,196187,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,114.794492721558,36.2112522125244,48,18.1056261062622,1880,956,64223,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
cricbuzz.com,711.166381835938,35.1834297180176,84,17.5917148590088,,359,146081,Croatia,83,3747,11377715,Other
