Unnamed: 0.1,Unnamed: 0,Website,Connection Establishment Time_x,RTT_x,Initial Response_x,Latency_x,Page Load Time_x,Dependency Load Time_x,Page Size_x,IP_x,City_x,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type_x,Connection Establishment Time_y,RTT_y,Initial Response_y,Latency_y,Page Load Time_y,Dependency Load Time_y,Page Size_y,IP_y,City_y,Website Type_y
81,85,expedia.com,216.435432434082,46.6070175170898,838.0,23.3035087585449,8732.0,2964.0,1357218.0,31.171.155.229,Tirana,Albania,46,4286,13906268,Other,201.747894287109,57.7802658081055,1792.0,28.8901329040527,8772.0,3828.0,1493650.0,31.171.155.172,Tirana,Other
82,86,realtor.com,685.724258422852,44.9588298797607,736.0,22.4794149398804,34505.0,1484.0,969388.0,31.171.155.229,Tirana,Albania,614,411400,68826459,Other,708.873271942139,53.4343719482422,626.0,26.7171859741211,22325.0,1685.0,957260.0,31.171.155.172,Tirana,Other
83,87,crazygames.com,113.619565963745,48.7957000732422,72.0,24.3978500366211,1891.0,1293.0,596425.0,31.171.155.229,Tirana,Albania,1097,19054,7768709,Gaming Websites,141.415357589722,88.5546207427979,84.0,44.2773103713989,3123.0,977.0,592360.0,31.171.155.172,Tirana,Gaming Websites
84,88,digitaltrends.com,138.482570648193,45.6132888793945,69.0,22.8066444396973,29370.0,1105.0,638222.0,31.171.155.229,Tirana,Albania,185,8134,14524393,Other,160.877704620361,57.8737258911133,271.0,28.9368629455566,24725.0,1348.0,633874.0,31.171.155.172,Tirana,Other
86,90,nintendo.com,658.085584640503,46.9386577606201,53.0,23.4693288803101,2393.0,1286.0,760914.0,31.171.155.229,Tirana,Albania,46,531,326883,Gaming Websites,658.613204956055,54.3317794799805,73.0,27.1658897399902,2451.0,983.0,749305.0,31.171.155.172,Tirana,Gaming Websites
89,93,decathlon.com,132.092475891113,45.743465423584,67.0,22.871732711792,2386.0,1580.0,1193378.0,31.171.155.229,Tirana,Albania,94,4067,3726976,Other,190.112113952637,70.1653957366943,239.0,35.0826978683472,2478.0,1668.0,1192935.0,31.171.155.172,Tirana,Other
95,101,facebook.com,494.725227355957,241.379737854004,517.0,120.689868927002,9028.0,8507.0,67339.0,103.50.33.167,Buenos Aires,Argentina,241,45952,37115202,Social Media Sites,501.584529876709,245.547294616699,493.0,122.77364730835,4034.0,3244.0,65574.0,103.50.33.92,Buenos Aires,Social Media Sites
96,102,amazon.com,1172.93763160706,242.726802825928,745.0,121.363401412964,7489.0,4136.0,893149.0,103.50.33.167,Buenos Aires,Argentina,240,1792,158204,E-commerce Platforms,1214.65063095093,248.24333190918,1136.0,124.12166595459,5216.0,4252.0,202205.0,103.50.33.92,Buenos Aires,E-commerce Platforms
97,103,imdb.com,1198.55856895447,241.496562957764,1599.0,120.748281478882,18555.0,5029.0,705819.0,103.50.33.167,Buenos Aires,Argentina,242,876,3667,Entertainment Websites,1191.92218780518,245.907783508301,1357.0,122.95389175415,16780.0,5408.0,729301.0,103.50.33.92,Buenos Aires,Entertainment Websites
100,106,pinterest.com,503.316164016724,240.433216094971,531.0,120.216608047485,3564.0,3558.0,261199.0,103.50.33.167,Buenos Aires,Argentina,240,1952,73813,Social Media Sites,3721.11582756042,244.919061660767,534.0,122.459530830383,3693.0,3693.0,263828.0,103.50.33.92,Buenos Aires,Social Media Sites
101,107,yelp.com,548.351764678955,240.893363952637,800.0,120.446681976318,4180.0,4175.0,109539.0,103.50.33.167,Buenos Aires,Argentina,251,5167,4935479,Other,824.174404144287,246.031284332275,960.0,123.015642166138,38142.0,37819.0,537994.0,103.50.33.92,Buenos Aires,Other
103,109,wiktionary.org,829.264402389526,335.000991821289,476.0,167.500495910645,2220.0,2157.0,61262.0,103.50.33.167,Buenos Aires,Argentina,240,1418,49888,Other,822.425603866577,246.241569519043,495.0,123.120784759521,2121.0,2041.0,61262.0,103.50.33.92,Buenos Aires,Other
104,110,dictionary.com,756.329774856567,240.446805953979,425.0,120.22340297699,32938.0,3363.0,246612.0,103.50.33.167,Buenos Aires,Argentina,987,144262,30436349,Educational Websites,,,,,,,,103.50.33.92,Buenos Aires,Educational Websites
105,111,yahoo.com,796.942949295044,246.753215789795,474.0,123.376607894897,10168.0,5169.0,1055940.0,103.50.33.167,Buenos Aires,Argentina,2405,18851,1998883,Other,827.680587768555,246.165037155151,496.0,123.082518577576,13838.0,5626.0,1022935.0,103.50.33.92,Buenos Aires,Other
107,113,britannica.com,1201.42102241516,241.252183914185,532.0,120.626091957092,60904.0,3277.0,167683.0,103.50.33.167,Buenos Aires,Argentina,1934,72326,37186940,Educational Websites,1200.27780532837,245.083332061768,945.0,122.541666030884,32807.0,3656.0,159628.0,103.50.33.92,Buenos Aires,Educational Websites
108,114,weather.com,521.23498916626,241.08624458313,334.0,120.543122291565,4976.0,2940.0,800921.0,103.50.33.167,Buenos Aires,Argentina,979,15748,4266558,Other,526.045322418213,246.706247329712,288.0,123.353123664856,50840.0,5610.0,1187704.0,103.50.33.92,Buenos Aires,Other
110,116,walmart.com,498.584032058716,240.739345550537,298.0,120.369672775269,8011.0,2331.0,17157.0,103.50.33.167,Buenos Aires,Argentina,241,1908,230104,E-commerce Platforms,507.845640182495,248.351812362671,289.0,124.175906181335,3357.0,1274.0,17156.0,103.50.33.92,Buenos Aires,E-commerce Platforms
111,117,espn.com,497.008562088013,297.338485717773,701.0,148.669242858887,33115.0,7081.0,491625.0,103.50.33.167,Buenos Aires,Argentina,729,30877,25123018,Other,505.919933319092,245.910167694092,717.0,122.955083847046,52569.0,6574.0,496773.0,103.50.33.92,Buenos Aires,Other
112,118,linkedin.com,823.484659194946,297.530889511108,590.0,148.765444755554,3962.0,1523.0,131487.0,103.50.33.167,Buenos Aires,Argentina,240,1419,58341,Social Media Sites,843.871831893921,268.697500228882,566.0,134.348750114441,4123.0,1590.0,122401.0,103.50.33.92,Buenos Aires,Social Media Sites
114,120,espncricinfo.com,1917.15955734253,304.124355316162,361.0,152.062177658081,13463.0,4902.0,511881.0,103.50.33.167,Buenos Aires,Argentina,724,9961,6112705,Other,1947.11375236511,245.952367782593,263.0,122.976183891296,13146.0,4737.0,455273.0,103.50.33.92,Buenos Aires,Other
118,124,mayoclinic.org,1262.11953163147,240.914106369019,1042.0,120.457053184509,11324.0,3784.0,557846.0,103.50.33.167,Buenos Aires,Argentina,966,22898,12530438,Health and Medical Websites,1304.80432510376,247.104406356812,1204.0,123.552203178406,9881.0,3498.0,557858.0,103.50.33.92,Buenos Aires,Health and Medical Websites
119,125,cricbuzz.com,1205.98149299622,250.263452529907,500.0,125.131726264954,12811.0,1330.0,144784.0,103.50.33.167,Buenos Aires,Argentina,1209,32089,23582558,Other,1317.49510765076,264.04070854187,251.0,132.020354270935,14800.0,1082.0,129480.0,103.50.33.92,Buenos Aires,Other
120,126,timeanddate.com,768.417358398438,241.884708404541,409.0,120.942354202271,42901.0,2111.0,69798.0,103.50.33.167,Buenos Aires,Argentina,978,51601,14165934,Other,781.723976135254,247.232675552368,429.0,123.616337776184,41196.0,2225.0,64951.0,103.50.33.92,Buenos Aires,Other
121,127,webmd.com,1245.81480026245,241.511583328247,499.0,120.755791664124,50481.0,3913.0,307906.0,103.50.33.167,Buenos Aires,Argentina,1217,276150,40601038,Health and Medical Websites,1416.32223129272,252.859592437744,655.0,126.429796218872,31049.0,3661.0,307832.0,103.50.33.92,Buenos Aires,Health and Medical Websites
122,128,thesaurus.com,737.65230178833,270.272016525269,243.0,135.136008262634,16740.0,3297.0,242475.0,103.50.33.167,Buenos Aires,Argentina,1462,47057,22709582,Other,3987.09964752197,297.509431838989,337.0,148.754715919495,37575.0,6317.0,244786.0,103.50.33.92,Buenos Aires,Other
124,130,rottentomatoes.com,559.784173965454,322.668552398682,305.0,161.334276199341,4691.0,2888.0,336906.0,103.50.33.167,Buenos Aires,Argentina,722,6650,482058,Entertainment Websites,919.300317764282,328.823804855347,330.0,164.411902427673,4560.0,2670.0,337081.0,103.50.33.92,Buenos Aires,Entertainment Websites
125,131,bbc.com,496.038436889648,241.175889968872,251.0,120.587944984436,8351.0,5275.0,214359.0,103.50.33.167,Buenos Aires,Argentina,744,5660,164843,News Websites,519.057989120483,253.914356231689,267.0,126.957178115845,9009.0,6163.0,218412.0,103.50.33.92,Buenos Aires,News Websites
126,132,bestbuy.com,895.295143127441,240.66948890686,1739.0,120.33474445343,10234.0,4151.0,417782.0,103.50.33.167,Buenos Aires,Argentina,1326,10122,2800575,E-commerce Platforms,810.73260307312,245.432376861572,2185.0,122.716188430786,11202.0,4499.0,447044.0,103.50.33.92,Buenos Aires,E-commerce Platforms
128,134,netflix.com,1828.96184921265,240.752220153809,1144.0,120.376110076904,15054.0,7499.0,454759.0,103.50.33.167,Buenos Aires,Argentina,482,8065,10088563,Entertainment Websites,1852.06937789917,250.808715820312,1167.0,125.404357910156,14936.0,7927.0,454549.0,103.50.33.92,Buenos Aires,Entertainment Websites
129,135,indeed.com,491.064071655273,243.721008300781,454.0,121.860504150391,10499.0,6179.0,195289.0,103.50.33.167,Buenos Aires,Argentina,240,9038,6681581,Other,505.427360534668,246.156454086304,829.0,123.078227043152,8833.0,5192.0,196481.0,103.50.33.92,Buenos Aires,Other
130,136,thefreedictionary.com,1415.15779495239,240.998268127441,560.0,120.499134063721,47918.0,2907.0,191777.0,103.50.33.167,Buenos Aires,Argentina,1204,134245,43320810,Educational Websites,1317.33870506287,246.654033660889,579.0,123.327016830444,47320.0,2851.0,191376.0,103.50.33.92,Buenos Aires,Educational Websites
131,137,xvideos.com,1406.39567375183,242.767333984375,524.0,121.383666992188,9533.0,4655.0,1305441.0,103.50.33.167,Buenos Aires,Argentina,243,1150,20683,Other,1420.3736782074,246.619939804077,571.0,123.309969902039,9782.0,5165.0,1301278.0,103.50.33.92,Buenos Aires,Other
133,139,livescore.com,495.391607284546,241.097688674927,472.0,120.548844337463,8784.0,2812.0,259377.0,103.50.33.167,Buenos Aires,Argentina,1118,3345,1056096,Other,510.558128356934,277.842044830322,249.0,138.921022415161,5121.0,2652.0,223608.0,103.50.33.92,Buenos Aires,Other
134,140,ebay.com,958.974123001099,289.169073104858,579.0,144.584536552429,8137.0,4338.0,407532.0,103.50.33.167,Buenos Aires,Argentina,243,8469,730286,E-commerce Platforms,899.356603622437,245.282411575317,568.0,122.641205787659,8408.0,4417.0,407107.0,103.50.33.92,Buenos Aires,E-commerce Platforms
135,141,pornhub.com,550.263404846191,241.018295288086,571.0,120.509147644043,9147.0,4224.0,679677.0,103.50.33.167,Buenos Aires,Argentina,241,5685,3033214,Other,750.415563583374,261.448621749878,551.0,130.724310874939,9936.0,4992.0,668228.0,103.50.33.92,Buenos Aires,Other
137,144,nih.gov,1163.91372680664,241.333246231079,398.0,120.66662311554,5928.0,3274.0,81510.0,103.50.33.167,Buenos Aires,Argentina,1204,14629,6680606,Health and Medical Websites,1176.8786907196,246.079206466675,836.0,123.039603233337,5932.0,4009.0,80513.0,103.50.33.92,Buenos Aires,Health and Medical Websites
138,145,tiktok.com,493.165016174316,240.676641464233,2126.0,120.338320732117,9332.0,5991.0,614332.0,103.50.33.167,Buenos Aires,Argentina,486,6757,838845,Other,640.654563903809,291.809797286987,1774.0,145.904898643494,8664.0,5495.0,627499.0,103.50.33.92,Buenos Aires,Other
139,146,steampowered.com,491.904735565186,241.083383560181,235.0,120.54169178009,7796.0,3446.0,520202.0,103.50.33.167,Buenos Aires,Argentina,239,3170,1536711,Other,501.707315444946,280.654191970825,255.0,140.327095985413,6975.0,4428.0,544614.0,103.50.33.92,Buenos Aires,Other
140,147,investopedia.com,501.441955566406,240.674257278442,482.0,120.337128639221,6538.0,3314.0,289415.0,103.50.33.167,Buenos Aires,Argentina,965,8334,3146730,Financial Websites,515.018701553345,247.946977615356,496.0,123.973488807678,6155.0,2699.0,289907.0,103.50.33.92,Buenos Aires,Financial Websites
141,148,cdc.gov,1304.35538291931,305.671215057373,247.0,152.835607528687,3740.0,2987.0,236314.0,103.50.33.167,Buenos Aires,Argentina,243,1396,52858,Health and Medical Websites,1344.85197067261,250.072717666626,268.0,125.036358833313,3072.0,1997.0,236207.0,103.50.33.92,Buenos Aires,Health and Medical Websites
142,149,nordstrom.com,510.064840316772,241.647005081177,441.0,120.823502540588,2055.0,2055.0,213140.0,103.50.33.167,Buenos Aires,Argentina,242,1906,211163,E-commerce Platforms,,,,,,,,103.50.33.92,Buenos Aires,E-commerce Platforms
143,150,blog.google,635.784864425659,243.578195571899,451.0,121.78909778595,6824.0,3028.0,311339.0,103.50.33.167,Buenos Aires,Argentina,3328,43583,22562772,Other,681.358814239502,256.701946258545,475.0,128.350973129272,6684.0,3812.0,291276.0,103.50.33.92,Buenos Aires,Other
144,151,cnbc.com,966.937780380249,240.89789390564,254.0,120.44894695282,4451.0,1725.0,2094055.0,103.50.33.167,Buenos Aires,Argentina,240,2383,82702,News Websites,1074.08571243286,249.086618423462,256.0,124.543309211731,4650.0,1766.0,2233465.0,103.50.33.92,Buenos Aires,News Websites
145,152,indiatimes.com,634.459972381592,295.078277587891,248.0,147.539138793945,18208.0,2204.0,1096076.0,103.50.33.167,Buenos Aires,Argentina,981,69680,53036482,Other,507.498979568481,299.57914352417,259.0,149.789571762085,25248.0,1820.0,1121498.0,103.50.33.92,Buenos Aires,Other
146,153,roblox.com,797.071695327759,241.220951080322,488.0,120.610475540161,7752.0,4881.0,101828.0,103.50.33.167,Buenos Aires,Argentina,480,3870,480352,Gaming Websites,805.073022842407,245.591878890991,491.0,122.795939445496,5752.0,4924.0,96953.0,103.50.33.92,Buenos Aires,Gaming Websites
147,154,flashscore.com,494.898319244385,246.20795249939,284.0,123.103976249695,4370.0,3004.0,299340.0,103.50.33.167,Buenos Aires,Argentina,723,7321,1376455,Other,509.804725646973,259.830236434937,298.0,129.915118217468,4334.0,2986.0,305226.0,103.50.33.92,Buenos Aires,Other
150,157,speedtest.net,744.812726974487,262.297868728638,981.0,131.148934364319,29429.0,3112.0,164587.0,103.50.33.167,Buenos Aires,Argentina,483,73304,27772224,Other,761.710166931152,246.583700180054,1489.0,123.291850090027,8487.0,6619.0,152557.0,103.50.33.92,Buenos Aires,Other
151,158,ssyoutube.com,491.897821426392,240.617513656616,503.0,120.308756828308,6217.0,3561.0,30024.0,103.50.33.167,Buenos Aires,Argentina,483,7921,4641151,Other,503.302574157715,245.489835739136,503.0,122.744917869568,5557.0,2598.0,41231.0,103.50.33.92,Buenos Aires,Other
152,159,unsplash.com,861.526012420654,251.956462860107,250.0,125.978231430054,7875.0,3554.0,387086.0,103.50.33.167,Buenos Aires,Argentina,241,9185,4970933,Other,761.492967605591,287.086963653564,415.0,143.543481826782,7571.0,3487.0,386547.0,103.50.33.92,Buenos Aires,Other
154,161,vocabulary.com,494.960784912109,243.575572967529,860.0,121.787786483765,8021.0,4680.0,44883.0,103.50.33.167,Buenos Aires,Argentina,241,7681,4792097,Other,500.493049621582,250.274419784546,859.0,125.137209892273,7757.0,4903.0,44882.0,103.50.33.92,Buenos Aires,Other
