,Unnamed: 0,Website,Connection Establishment Time,RTT,Initial Response,Latency,Page Load Time,Dependency Load Time,Page Size,IP,City,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type
1385,1472,spanishdict.com,271.148681640625,19.3898677825928,581.0,9.69493389129639,2161.0,944.0,216141.0,87.249.135.50,Prague,Czech_Republic,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1388,1475,twitch.tv,60.2524280548096,19.5069313049316,0.0,9.75346565246582,2202.0,796.0,213468.0,87.249.135.50,Prague,Czech_Republic,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites
1389,1476,pexels.com,44.6891784667969,22.352933883667,46.0,11.1764669418335,939.0,767.0,145404.0,87.249.135.50,Prague,Czech_Republic,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1391,1478,caranddriver.com,57.6093196868897,19.3631649017334,32.0,9.6815824508667,754.0,515.0,457773.0,87.249.135.50,Prague,Czech_Republic,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1411,1501,facebook.com,74.749231338501,26.0546207427979,245.0,13.0273103713989,1801.0,1502.0,132844.0,185.203.216.136,Copenhagen,Denmark,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Social Media Sites
1414,1504,apple.com,80.3203582763672,29.1733741760254,41.0,14.5866870880127,1002.0,516.0,189571.0,185.203.216.136,Copenhagen,Denmark,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1419,1509,wiktionary.org,86.7810249328613,26.8824100494385,47.0,13.4412050247192,384.0,383.0,61262.0,185.203.216.136,Copenhagen,Denmark,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1420,1510,dictionary.com,95.8001613616943,26.5500545501709,31.0,13.2750272750855,2437.0,515.0,205823.0,185.203.216.136,Copenhagen,Denmark,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Educational Websites
1421,1511,yahoo.com,272.976875305176,71.2430477142334,87.0,35.6215238571167,1650.0,1584.0,44689.0,185.203.216.136,Copenhagen,Denmark,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1425,1515,microsoft.com,316.480159759521,26.7574787139893,0.0,13.3787393569946,41.0,31.0,3448.0,185.203.216.136,Copenhagen,Denmark,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1458,1549,nordstrom.com,67.4068927764893,27.3351669311523,268.0,13.6675834655762,686.0,686.0,216129.0,185.203.216.136,Copenhagen,Denmark,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
1462,1553,roblox.com,84.9847793579102,26.1156558990479,215.0,13.0578279495239,1598.0,1176.0,95600.0,185.203.216.136,Copenhagen,Denmark,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Gaming Websites
1464,1555,thepiratebay.org,93.7657356262207,27.4221897125244,925.0,13.7110948562622,1890.0,1786.0,4896.0,185.203.216.136,Copenhagen,Denmark,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1473,1565,bloomberg.com,287.247180938721,28.6073684692383,48.0,14.3036842346191,916.0,506.0,14423.0,185.203.216.136,Copenhagen,Denmark,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Financial Websites
1479,1572,spanishdict.com,230.128049850464,26.1209011077881,158.0,13.060450553894,4517.0,372.0,269036.0,185.203.216.136,Copenhagen,Denmark,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1499,1593,decathlon.com,83.8487148284912,26.9503593444824,47.0,13.4751796722412,5654.0,1328.0,1197122.0,185.203.216.136,Copenhagen,Denmark,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1504,1600,google.com,127.9616355896,41.548490524292,157.0,20.774245262146,2412.0,977.0,195795.0,165.231.177.108,Tallinn,Estonia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1508,1604,apple.com,101.347208023071,40.6088829040527,59.0,20.3044414520264,2344.0,705.0,257208.0,165.231.177.108,Tallinn,Estonia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1519,1615,microsoft.com,409.446477890015,40.6663417816162,0.0,20.3331708908081,51.0,43.0,3448.0,165.231.177.108,Tallinn,Estonia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1520,1616,walmart.com,95.7858562469482,39.0114784240723,68.0,19.5057392120361,2321.0,273.0,179525.0,165.231.177.108,Tallinn,Estonia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
1525,1621,craigslist.org,440.717458724976,39.0603542327881,164.0,19.530177116394,2393.0,1301.0,52186.0,165.231.177.108,Tallinn,Estonia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1538,1634,netflix.com,448.6243724823,38.5322570800781,669.0,19.2661285400391,5399.0,4361.0,482269.0,165.231.177.108,Tallinn,Estonia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites
1544,1640,ebay.com,428.979635238647,46.4136600494385,287.0,23.2068300247192,3781.0,2355.0,312235.0,165.231.177.108,Tallinn,Estonia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
1546,1642,ytmp3.cc,650.545835494995,41.7382717132568,222.0,20.8691358566284,2414.0,1611.0,164972.0,165.231.177.108,Tallinn,Estonia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1555,1652,indiatimes.com,99.9577045440674,39.6866798400879,58.0,19.8433399200439,6218.0,464.0,815256.0,165.231.177.108,Tallinn,Estonia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1559,1656,adobe.com,111.405372619629,46.067476272583,70.0,23.0337381362915,1617.0,1028.0,317838.0,165.231.177.108,Tallinn,Estonia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1561,1658,ssyoutube.com,88.876485824585,38.8698577880859,160.0,19.434928894043,1547.0,786.0,30024.0,165.231.177.108,Tallinn,Estonia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1571,1669,xe.com,86.8206024169922,39.3316745758057,54.0,19.6658372879028,1403.0,968.0,469035.0,165.231.177.108,Tallinn,Estonia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1574,1673,goodhousekeeping.com,85.7710838317871,41.3863658905029,43.0,20.6931829452515,1078.0,638.0,421635.0,165.231.177.108,Tallinn,Estonia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1579,1678,caranddriver.com,93.0390357971191,39.5567417144775,43.0,19.7783708572388,1395.0,676.0,457787.0,165.231.177.108,Tallinn,Estonia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1596,1698,www2.hm.com,97.0275402069092,38.5851860046387,82.0,19.2925930023193,1232.0,937.0,46958.0,165.231.177.108,Tallinn,Estonia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1607,1709,wiktionary.org,176.170825958252,41.1255359649658,99.0,20.5627679824829,477.0,476.0,61262.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1609,1711,yahoo.com,457.509756088257,50.8134365081787,111.0,25.4067182540894,2497.0,2400.0,44707.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1613,1715,microsoft.com,618.173837661743,39.8404598236084,0.0,19.9202299118042,32.0,29.0,3448.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1617,1719,homedepot.com,90.6138420104981,40.3404235839844,49.0,20.1702117919922,348.0,348.0,227.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1619,1721,craigslist.org,454.765558242798,40.5173301696777,157.0,20.2586650848389,2553.0,1424.0,52186.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1621,1723,gsmarena.com,150.842666625977,41.1140918731689,65.0,20.5570459365845,1878.0,1006.0,66051.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1637,1739,livescore.com,91.6182994842529,41.1810874938965,42.0,20.5905437469482,1648.0,610.0,250848.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1646,1749,nordstrom.com,103.894710540771,39.9169921875,228.0,19.95849609375,611.0,610.0,215354.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
1652,1755,thepiratebay.org,107.539176940918,40.5662059783936,2044.0,20.2831029891968,3285.0,3086.0,4890.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1655,1758,ssyoutube.com,91.3431644439697,40.6661033630371,153.0,20.3330516815186,1577.0,751.0,30024.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1661,1765,bloomberg.com,314.959049224854,53.3595085144043,42.0,26.6797542572021,1248.0,623.0,14423.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Financial Websites
1666,1771,coinmarketcap.com,87.672233581543,40.0948524475098,56.0,20.0474262237549,1370.0,1035.0,274265.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Financial Websites
1669,1774,dominos.com,89.9193286895752,68.9208507537842,250.0,34.4604253768921,3272.0,435.0,47710.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1670,1775,twitch.tv,87.4817371368408,40.0276184082031,0.0,20.0138092041016,2476.0,1019.0,216573.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites
1672,1777,poki.com,98.3457565307617,40.2383804321289,89.0,20.1191902160645,1712.0,407.0,279291.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Gaming Websites
1690,1798,www2.hm.com,82.9415321350098,42.2549247741699,126.0,21.127462387085,1480.0,1191.0,46951.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1691,1799,grubhub.com,86.7295265197754,40.0266647338867,68.0,20.0133323669434,873.0,321.0,2701.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1692,1800,google.com,64.1183853149414,24.0035057067871,94.0,12.0017528533936,2195.0,838.0,197818.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1697,1805,merriam-webster.com,56.2460422515869,23.4847068786621,36.0,11.7423534393311,1945.0,455.0,267153.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Educational Websites
1701,1809,wiktionary.org,75.587272644043,24.9943733215332,68.0,12.4971866607666,393.0,385.0,61262.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1706,1814,weather.com,79.1704654693604,23.4827995300293,53.0,11.7413997650146,1423.0,515.0,738670.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1707,1815,microsoft.com,307.202100753784,61.420202255249,0.0,30.7101011276245,44.0,38.0,3448.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1708,1816,walmart.com,56.1299324035645,28.3510684967041,134.0,14.1755342483521,3153.0,335.0,183599.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
1711,1819,homedepot.com,54.7158718109131,24.2397785186768,270.0,12.1198892593384,748.0,748.0,226.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1713,1821,craigslist.org,343.364715576172,29.1039943695068,116.0,14.5519971847534,1904.0,1025.0,54089.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1714,1822,xnxx.com,103.145122528076,23.7410068511963,115.0,11.8705034255981,1172.0,902.0,200631.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1719,1827,webmd.com,336.234569549561,30.0338268280029,61.0,15.0169134140015,1495.0,840.0,416771.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Health and Medical Websites
1740,1849,nordstrom.com,83.8415622711182,22.9570865631104,213.0,11.4785432815552,695.0,695.0,209965.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
1746,1855,thepiratebay.org,92.416524887085,38.5644435882568,883.0,19.2822217941284,1741.0,1736.0,4890.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1752,1861,vocabulary.com,84.2857360839844,33.0636501312256,360.0,16.5318250656128,2833.0,1431.0,45283.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1753,1862,mcdonalds.com,210.022687911987,25.0511169433594,102.0,12.5255584716797,3390.0,2357.0,265421.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1764,1875,twitch.tv,71.9215869903564,24.2235660552979,0.0,12.1117830276489,2960.0,1802.0,210011.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites
1768,1879,github.com,68.3979988098145,31.179666519165,38.0,15.5898332595825,823.0,752.0,234647.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1780,1892,fast.com,109.757423400879,23.629903793335,35.0,11.8149518966675,3608.0,1768.0,25695.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1795,1909,wiktionary.org,75.0670433044434,15.0966644287109,62.0,7.54833221435547,372.0,365.0,61262.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1796,1910,dictionary.com,52.6800155639648,15.0201320648193,26.0,7.51006603240967,1603.0,373.0,205898.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Educational Websites
1797,1911,yahoo.com,332.373380661011,15.3226852416992,107.0,7.66134262084961,1205.0,1170.0,44855.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1801,1915,microsoft.com,321.002006530762,42.3080921173096,0.0,21.1540460586548,46.0,39.0,3448.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1802,1916,walmart.com,36.2260341644287,17.6990032196045,62.0,8.84950160980225,3762.0,253.0,183624.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
1806,1920,espncricinfo.com,774.716377258301,15.2630805969238,21.0,7.63154029846191,1243.0,784.0,567608.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1807,1921,craigslist.org,317.54469871521,16.3261890411377,106.0,8.16309452056885,1830.0,952.0,55038.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1809,1923,gsmarena.com,53.6661148071289,16.0152912139893,17.0,8.00764560699463,1080.0,611.0,64055.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1816,1930,rottentomatoes.com,58.3696365356445,19.30832862854,27.0,9.65416431427002,1645.0,866.0,394260.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites
1818,1932,bestbuy.com,348.668336868286,23.4928131103516,152.0,11.7464065551758,581.0,457.0,6928.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
1820,1934,netflix.com,99.5967388153076,14.9631500244141,560.0,7.48157501220703,3748.0,2540.0,505951.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites
1824,1938,spotify.com,37.0683670043945,15.6207084655762,108.0,7.81035423278809,2725.0,1729.0,79011.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites
1829,1944,nih.gov,439.675331115723,32.0754051208496,122.0,16.0377025604248,2934.0,965.0,81225.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Health and Medical Websites
1834,1949,nordstrom.com,42.2775745391846,15.1815414428711,152.0,7.59077072143555,469.0,469.0,218847.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
1838,1953,roblox.com,230.273485183716,15.1751041412354,163.0,7.58755207061768,1173.0,928.0,95598.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Gaming Websites
1841,1956,adobe.com,67.7118301391602,17.6491737365723,50.0,8.82458686828613,1054.0,738.0,318074.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1843,1958,ssyoutube.com,44.0831184387207,16.8118476867676,71.0,8.40592384338379,1043.0,413.0,30024.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1846,1961,vocabulary.com,41.2185192108154,15.1963233947754,411.0,7.5981616973877,1719.0,1239.0,44582.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1849,1965,bloomberg.com,252.826929092407,29.1674137115479,19.0,14.5837068557739,683.0,370.0,14423.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Financial Websites
1853,1969,xe.com,38.1736755371094,15.3295993804932,32.0,7.66479969024658,990.0,700.0,458107.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1857,1974,dominos.com,36.2718105316162,17.3027515411377,219.0,8.65137577056885,11539.0,342.0,47710.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1861,1978,caranddriver.com,52.7489185333252,17.4276828765869,19.0,8.71384143829346,655.0,468.0,457697.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1865,1982,theguardian.com,39.1252040863037,15.7124996185303,19.0,7.85624980926514,10850.0,349.0,1247051.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,News Websites
1866,1984,wellsfargo.com,42.1555042266846,27.1561145782471,41.0,13.5780572891235,1410.0,897.0,132234.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1874,1992,fast.com,61.9361400604248,16.2250995635986,80.0,8.11254978179932,1674.0,1651.0,25627.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1875,1993,decathlon.com,40.4767990112305,20.8930969238281,30.0,10.4465484619141,22480.0,10718.0,1198021.0,159.48.53.197,Frankfurt am Main,Germany,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1884,2004,apple.com,229.31957244873,62.7436637878418,122.0,31.3718318939209,3023.0,922.0,257351.0,178.132.104.71,Athens,Greece,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1889,2009,wiktionary.org,245.372772216797,59.8108768463135,182.0,29.9054384231567,707.0,693.0,61262.0,178.132.104.71,Athens,Greece,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1895,2015,microsoft.com,543.378829956055,60.8394145965576,0.0,30.4197072982788,39.0,35.0,3448.0,178.132.104.71,Athens,Greece,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1899,2019,homedepot.com,160.557270050049,65.5968189239502,172.0,32.7984094619751,498.0,498.0,226.0,178.132.104.71,Athens,Greece,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1908,2028,thesaurus.com,229.658126831055,60.9202384948731,74.0,30.4601192474365,3139.0,1061.0,203209.0,178.132.104.71,Athens,Greece,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1922,2042,ytmp3.cc,808.743476867676,61.6154670715332,312.0,30.8077335357666,3771.0,1939.0,164972.0,178.132.104.71,Athens,Greece,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1928,2049,nordstrom.com,158.67805480957,59.9527359008789,262.0,29.9763679504395,811.0,811.0,216188.0,178.132.104.71,Athens,Greece,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
1934,2055,thepiratebay.org,135.812282562256,60.0426197052002,973.0,30.0213098526001,2881.0,2150.0,4967.0,178.132.104.71,Athens,Greece,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1948,2071,coinmarketcap.com,156.233549118042,59.3452453613281,97.0,29.6726226806641,2100.0,1450.0,274659.0,178.132.104.71,Athens,Greece,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Financial Websites
1953,2076,pexels.com,131.069898605347,64.3184185028076,82.0,32.1592092514038,2535.0,940.0,145994.0,178.132.104.71,Athens,Greece,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1955,2078,caranddriver.com,153.601884841919,58.8414669036865,82.0,29.4207334518433,1603.0,936.0,457628.0,178.132.104.71,Athens,Greece,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1968,2092,fast.com,293.76745223999,60.6498718261719,102.0,30.3249359130859,1999.0,1926.0,25627.0,178.132.104.71,Athens,Greece,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1989,2115,microsoft.com,1021.92783355713,274.150133132935,0.0,137.075066566467,40.0,33.0,3448.0,192.166.244.77,Sham Shui Po,Hong_Kong,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1999,2125,cricbuzz.com,1025.73180198669,274.29723739624,294.0,137.14861869812,16778.0,1478.0,139020.0,192.166.244.77,Sham Shui Po,Hong_Kong,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2002,2128,thesaurus.com,956.853866577148,273.999691009521,278.0,136.999845504761,26627.0,3744.0,243020.0,192.166.244.77,Sham Shui Po,Hong_Kong,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2012,2138,spotify.com,577.810287475586,273.282766342163,332.0,136.641383171082,10782.0,4932.0,82005.0,192.166.244.77,Sham Shui Po,Hong_Kong,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites
2022,2149,nordstrom.com,587.85605430603,275.267362594604,436.0,137.633681297302,2288.0,2288.0,212430.0,192.166.244.77,Sham Shui Po,Hong_Kong,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
2029,2156,adobe.com,572.07989692688,274.028062820435,299.0,137.014031410217,7938.0,4337.0,319382.0,192.166.244.77,Sham Shui Po,Hong_Kong,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2044,2173,goodhousekeeping.com,896.43931388855,275.802850723267,290.0,137.901425361633,24446.0,2824.0,460679.0,192.166.244.77,Sham Shui Po,Hong_Kong,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
